reviewstext,reviews_rating,reviews_numhelpful
sounds amazinggreat addition husbands mancave just time super bowl,5,-1
had if while now am not regretting purchase,5,-1
awesome outdoor speakers if youre looking durability price great also,5,-1
best outdoor speakers out after buying returning brands like bose logans polk finally found definitive technology blow competition away crisp sound great bass turn up wow,5,-1
ive had several sets outdoor speakers over years these best sounding speakers ive ever had great full sounding response lows highs clean detail hard believe much sound comes out small speaker,5,1
review summary sez speaker being used humidity hightemperature high workout gym single element output fills area clear quality sound higher than normal volume levelsand built usa baltimore md,5,-1
easy install provide excellent sound medium sized outdoor speaker above ground garage deck,5,-1
supposed top line blew both speakers after month were replaced under warranty 3 months later another one blew had repaired dime just blew both again set yamaha outdoor speakers same amp never blown 7 years old cost 79 pair only problem cannot get money back buy real set speakers,1,1
looking outdoor speakers leaning toward bose 251 until heard these def techs little higher price than bose sound quality excellent also like fact can paint color match mounted installation very simple provide mounting brackets took about 10 minutes mount both after wiring rani listen several different cd today were spectacular vocals bass string instruments were crisp clear im planning buying another pair shop sound so good,5,1
after looking set speakers would not blow budget also not sacrifice quality sound we chose these da outdoor speakers installation easy we 550sqft patio plenty sound including bass felt hooked up volume control switch just inside door running off denon dra397 handles five sets speakers house,5,1
best sounding speakers ever used job beats cheapies mile better sound than bowers more expensive,5,-1
these speakers amazing bought pair back yard sounds amazing like theatre,5,-1
wanted outdoor speaker sound tv has good low end outdoor speaker,5,-1
speaker easy install sound amazing around patio pool great buy,5,-1
sport def tech 72 mythossupercube complete setup great so wanted outdoor speakers naturally went def techs fist two easily mounted brick under eave provide plenty quality sound fill deck small backyard grilling out working back dont sub use yet ill eye out one could use little help providing more low end 199 each right now buy up,5,-1
great speakershave great range sound fairly large yard sound comes thru very well not tinny,4,1
little pricey well worth performance seems hold up outdoor elements very well,5,-1
excellent quality sound very easy install,5,-1
item recommended salesman perfect lake dock,5,-1
great speakers very clean sound loud super nice,5,-1
purchased these about week ago zone 2 yamaha rxa720 not gone through recommended break procedure time must admit these speakers sound incredible sound quality crisp highs perfect lows would reccomend these anyone wanting outdoor speaker would even consider indoor use almost sound better than indoor setup,5,-1
using definitive technology 612 indooroutdoor speakers about three months now over time period not found issues speakers produce highs lows looking no issues setting up easy sound so great tempted use indoors instead outdoors gotten wet rain showers continue produce great sound,5,1
salesman best buy recommended these outdoor speakers replace another pair had best sounding outdoor speakers ever heard ever had these were great purchase really enhance backyard,5,-1
great speakers set both home camp powered sonos connect amps sound deep clear plenty power,5,-1
after dreaming about outdoor system while after reading reviews outdoor speakers price range popped these not disappointed great full rich sound live rural area am able easily fill entire area crisp clear music course dont neighbors annoy powered yamaha receiver run through apple express can control everything through iphone great set up working out yard grilling mounted garden shed under awning little protection investment wont disappointed,5,1
these speakers high quality great sound not disappointed,5,-1
overall would give product 4 out 5 stars,4,-1
speaker fills area wanted perfectly great design sound,5,-1
installed 4 aw 6500 speakers pool pavilion great sound clear details no subwoofer needed love bose products these were better than bose 251,5,-1
very good quality fills yard up great found enough bass,5,-1
bought open box havent set up yet,3,-1
replaced outdoor speakerswas nice upgrade sound greatnice clear,5,-1
these awesome spend lot time deck enjoy listening several different genres music clear crisp high bass replaced 2 4 sonance marine speakers had over 10 years turned off other 2 sonance just 2 dt speakers pumping out tunes friends party guests very impressed well,5,1
puzzled first saw shape these speakers now get really work well wide dispersion feature these speakers really amazing speakers were mounted horizontally under eave recommended geek squad installer passive radiator deflecting upward 45 degrees off eave defy rules read other websites mounted about 40 feet apart covering 30 foot wide patio area large wide yard excellent sound skeptical because not only wide apart area ridge overlooking valley very open sound great matched up second zone yamaha rxa710,5,1
hammering these speakers since purchased theyre loud sound quality good looking purchase another set near future,5,-1
great outdoor speakers full sound best ive had,5,-1
design creates great sound quality positioned correctly important position speakers front wall barrier described instructions opimize speakers capabilities these speakers sound much better than bose system replaced bose system actually sounded pretty good outdoor speakers inherently usually lacking sound quality sound quality get out definitive technology 6500 though about good gets outdoor speaker,5,1
outdoor speakers sound better than living room these things rock,5,-1
great sound quality product product came nicely packaged detailed installation instructions long time definitive enthusiast so had high hopes these speakers these speakers do not disappointi mounted horizontally ceiling patio just vinyl siding covering up ceiling joists we added studs between joists so we could mount onto solid wood put rubber washers between bracket vinyl no rattling vibration siding design bracket makes easy adjustment ensure straight level installation mounted bracket 7 wall not much clearance between speaker bracket so using banana plugs wires makes tight fit connected speakers zone 2 denon 2307 using apple airport express play music ios devices patio 30x15 another 50ft stretching out pool area these speakers fill whole space crisp sound even only using moderate volume we extremely satisfied would recommend these speakers anyone sound quality conscious looking improve outdoor space get pay these worth money,5,1
love these speakers great sound awesome price speakers made out pure aluminum,5,-1
speakers exceeded expectations sound great look good,5,-1
debated between re bose environmental speakers went best buy listened so glad got these best quality worth extra money,5,-1
easy install great value envy neighborhood patioskey great amp 14 gauge speaker wire if runs longer 8 feetups damage exterior boxes packaging excellent speaks were tact flawless,5,-1
picked up pair aw6500 last minute decision best buy different reason decided take look outdoor speakers wanted listen only aw5500 display so associate came help kicked aw5500 well sounded pretty good say thats because only one speakers working just buy itself sounded really good so associate says aw6500 were sale figured if just one aw5500 sounded good two 6500 should even better got home hooked up hung cross beam carport about 2 feet house bass towards outside stucco wall so bass could bounce off hooked up older sansui au317 amp has 50 watt output then tied ipod put live blues tunes cranked up perfect match sound comes thru crystal clear excellent highs bass unbelievable size cabinets placement speakers really make big difference too because wood structure carport tied into house bass really radiates thru out carport especially stand sweet spot both speakers can heard one better choices ive made while,5,-1
wife told order these myself fathers day ive reading reviews months outdoor speakers finally decided these since def tech has such great reputation just installed even though theyre not broken wow couldnt happier listen mostly classic rock 90s grunge sounds great definitely recommend,5,1
gotta love these speakers soon order came put out yard sound immediately popped plenty bass perfect listening tunes while barbequeing swimming other backyard activity mounted facia deck facing pool patio realized after short rain storm could benefit coverage elements manufacturer recommends added small piece aluminum over each speaker protect sun weather sprayed black covers work well speakers love cant wait hook up airplay apple tv,5,1
speakers fabulous incredible sound we couldnt more satisfied,5,-1
excellent sound design fits patio very clear loud,5,-1
old house we had bose 251 were great we moved new owners wanted keep bose speakers needed new speaker backyardi close buying new pair bose speakers found reviews speakers little brother aw5500the consensus aw5500 better than bose251i chose bigger speaker aw6500 sound wonderful carries throughout entire backyard without being noicythe final sound comes down amplifier using much power feed speakers,5,1
installed these workout room such great sound put second pair patio great sound,5,-1
good sound just dont push hard get distortion would recommend these speakers,4,-1
great quality affordable price prrduct received time,5,-1
james dubenion recommended speaker promising sound blow minds right these speakers put out amazing sound am so thrilled about,5,-1
these speakers really sound full rich tones fits perfect,4,-1
tienen buen sonido se las recomiendo familiares y amistades,5,-1
these speakers excellent like others said good crisp clean sound can hear bass feel bass wont rattle fillings out mouth excellent just put these boat after installing jvc receiver 2 years ago had put 6x9 kenwoods back rock hard were just blowing front speakers out water could barely hear were schoche 6 12 speakers sounded pretty darn good super cheap price liked kenwoods totally overpowered now problem solved more evenedout sound now legit speakers up front really like these alpines,5,-1
sound good nice balance bass treble quality sound love,4,-1
got these sale after blew stock speakers truck work great,5,-1
just got speakers installed sound great,5,-1
nice loud good base no complaints these speakers,4,-1
really good speakers good price loud easy install,5,-1
had put wife 2016 mazda 6 sounds amazing going add amplifier next so can rock out,5,-1
sounds great,4,-1
set replacement original love rich full sound,4,-1
price these nice speakers arent heavy bass department vocals mids highs sound great,4,-1
purchased along alpine car stereo sounds great while alpine has more expensive speakers these do just fine dont need spend more unless add amp stereo want go deaf,5,1
bought these recommendation store salesman sounded pretty good store however didnt lot bass hooked up exchanged another brand same price range were great,3,-1
these speakers very easy install took less than hour sound incredible good value price,5,-1
love these speakers deal got combining alpine deck install professional easy would recommend,5,-1
outstanding quality small package very clear detailed sound,5,-1
good purshasegood qualityand bought sale,4,-1
best speakers bought just expected,5,-1
ive had car doors about six months now sure got pretty loud clear high frequencies even 80 hz highpass filter bit bass would make distort had being powered pbr300x4 91 rms watts per channel4 channels,2,-1
good quality could better overall im happy purchase,4,-1
alpine speakers great sound clear installation easy,5,-1
good average upgrade stock speakers,3,-1
replaced front door speakers 6x9 alpines wanted back speakers match whole system sounds so much better than factory speakers love,5,-1
these speakers sound great two front doors very easy install protective screengrill strong protects well,5,-1
love new speakers truck were easy install techs were extremely helpful questions,5,-1
these great speakers replaced four door speakers 2007 silverado crew cab sounds amazing added 10 inch subwoofer bass because despite anyone says 612 speakers not bass do however play crystal clear mids highs without distortion nearly full volume so loud hurtsi am going buy replace speakers wifes car next go ahead buy yourself wont disappointed,5,-1
sounds great tahoe speakers were easy install price more than reasonable,4,-1
got cousin loves bake red color kitchen,5,-1
these speakers great blow competition bass really hits sound quality fantastic alpines low end model yet still beats high end models other leading brands if really want something blow mind try alpine type rs youll fall love never leave alpine other brand,5,-1
always liked used alpine products good clean sound other speakers out alpine no doubt top three,5,-1
great sound low price else can say if looking speakers would highly recommend these crystal clear sound deep powerful base best 65 speakers ive ever bought,5,-1
saw reviews were nearly full 44 stars 41 different people bought pairs saturn ion huge upgrade factory speakers very satisfiedif need affordable sound upgrade carget 2 pairs while theyre still sale best speakers price,5,-1
got these speakers sale were definitely worth every penny,4,-1
work well door speakers go along kenwood stereo sound great crisp clean sound,5,-1
after installation speakers souded very good recommend needs change out speakers,4,-1
installed two pairs these speakers replace oem speakers huge difference added alpine power pack along new deck plenty power drive these four new speakers,5,-1
great seller great item,5,-1
upgraded these stock speakers sound great,5,-1
these speakers replaced factory installed speakers 2005 jeep sound fabulous both music podcasts,5,-1
sound wonderful great price well made speaker,4,-1
these speakers sound great no downsides bass has plenty loudness range sound beautiful,5,-1
we bought speaker replace old ones kidss car installed self no issues work fine meet needs,5,-1
got these due size fit little hot rod sound ok dont sound very natural probably wouldnt buy these again theyre good enough application,4,-1
sound great,5,-1
bought speakers replace speakers car fit perfect sound good too,5,-1
sound great 2000 silverado,4,-1
great replacement vw jetta rear door speakers,5,-1
very impressed quality product,5,-1
great speakers pricegot sale so even more bargainlisten mostly classic rock these speakers jam even without ampanother great product alpine,5,1
guy installs car speakers best buy purchased speakers great gave pointers installing so did myself easy sound great,5,-1
,5,-1
nothing special about these speakers other than brandit sounded like set stock pioneer 03 civic si,2,-1
am no audiophile these speakers incredible price if into idea highdollar speakers better because cost more then review not 2004 mitsubishi montereo sport without infinity system installed passenger side stock speaker blown decided shop around not only middlepriced speakers also brand name reputatblenot only did get more than bargained liked so much swapped out entire suvi replaced front speakers first did test run listen metal music sound clean crisp highs lows were not bad either dont get wrong not going hear lowest lows these speakers sound quailty bass more than adequatei could definitely tell difference between new spe6000s stock back price quality decided wanted change out rest vehicle lets say am very pleased these speakers do recommend car does not amps crossovers bells whistles good price opinion these speakers were way better than expectedsuperdave71memphis tn,5,-1
looking replace stock speakers 16 road glide special after reading reviews opted try these out no means disappointed yes need broke am currently running off head unit 25watts soon run off jl audio 2804 amp crystal clear highs nice bass plus do not distort high levels,5,-1
originally going buy different brand installer suggested these keeping factory head unit suggested these were actually lower price price match couldnt happier great sound,5,-1
nice combination high lows im not big bass fanatic plays play great great price,5,-1
great speakers installed these 2015 nissan frontier sounds great,5,-1
like em good sound good price local shop installed four speakers 100 bucks like em,4,-1
installed honda accord 2001 havent gotten anything problematic would definitely recommend head unit still factory one so couldnt really enjoy,4,-1
great product great price exceptional sound,5,-1
stock speaker driver side door quit working 03 trailblazer because door chime so purchased set these replace had make minor modifications stock gm bracket mount absolutely worth sound much better than pitiful stock ones excellent bass response clear highs definitly worth price,5,1
am not into car speakers front speakers went out car so looking something good sound quality would not cost fortune like alpine speakers best because like lot bass listening music seems these had best bass quality without paying arm leg had little over month now am pleasantly pleased if big into car audio would probably want something better these fine pontiac g6,4,-1
4 these 01 taurus im driving via pioneer deh3300ub can turned way up almost no distortion eq head unit customized 6 bass 2 mid 3 treble car rocks also turned loudness sla way up these speakers continue impressi love 60 watt rmswhich basically means im underpowering using head unit only puts out 25 watt rms ill add subamp combo later get more bassbut right nowthese perfect,5,1
tech extremely helpful installed 30 min self sound great,5,1
love brand always using so pleased affordable sounds great,5,-1
bestbuy price matched competition gave great deal originally wanted something wasnt going break bank thats got these these speakers sound great wifes 2004 envoy xuv once aging alpine hasnt let down,4,-1
love new stereo these speakers completed set up had installed best buy so easy quick purchase install one place,4,-1
does designed do very well,5,-1
good price good product price not much regards handling bass no complaints delivery turn around better than expected recommend seller product 2 thumbs up,4,-1
we bought these speakers replace broken factory speakers chevy truck sound clarity much better than anticipated definitely worth money easy install would definitely consider buying alpine products again future,5,-1
these great compared factory easy install buying these again,5,-1
best buy customer service great recommend these speakers such good quality now im going buy 69 back,5,-1
instal simple sound great price right,5,-1
bought these replace speakers daughters cobalt price reasonable trusted name speakers only complaint not being told needed harness adapter install resulted extra trip back store am not professional installer yet able put these myself after watching do youtube,4,-1
great sound replaced manufacturers speakers very happy sound,5,-1
replaced vw monsoon stock speakers love these recommend,4,-1
installed cobalt replaced oem speakers sounds amazing,5,-1
easy self install great sound best buy rep great assisting purchase,5,-1
very satisfied speakers would buy again,5,-1
stock replacements great quality very happy,5,-1
much better than factory speakers got car,4,-1
good price sound better than hadthey sound amazing,5,-1
nice speakers were open box so didnt grills,5,-1
speakers fit required sound great work advertised,5,-1
these good speakers highly recommend lots power producing lots good clean sound,5,-1
amazing easy install amazing sound price good bass good clear sound buy now,5,-1
if youre considering rear deck install other location huge airspace keep looking these fall face infinite baffle locations possibly good doors not tried door speakers im very happy orion cobalt co650 speakers doors give 5 stars because dont want alter products overall rating time review 45 avg 3 reviews want steer away anyone considering these rear deck car,5,-1
finally no more cracked speakers car bought both front rear speakers go new stereo system sound amazing,5,-1
alpine go brand audio needs quality sound,4,-1
told get alpine sons car helped find right size perfect,5,-1
installed well installed well happy purchase,4,-1
love sound theses speakers wanted upgrade factor speakers dont regrets,4,-1
these very good speakers very clear sounds,5,-1
great option replace premium sound old cars,5,-1
these speakers exactly looking price range installation process painless took roughly hour pair great speakers if looking save little money,5,-1
needed something rear single cab pickup truck put behind seat worked out great,5,-1
easy install great sound proficient service do recommend,5,-1
perfect upgrade factory oem speakers these plenty highs great amount bass would definitely purchase these again future,5,-1
much better then factory,5,-1
speakers sound good clear strong hope last,5,-1
these speakers sound great installation best buy quick painless,5,-1
bought these factory speakers died sound amazing,5,-1
great product great service wont go anywhere else audio needs,5,-1
would recommend speakers excellent sound easy install,5,-1
dont buy product so cheaply made u cant do nothing itnot worth penny,1,-1
amp small can installed behind radio has sufficient drive boom boom boom without being nuisance everyone else,5,-1
sames like stock speakers volume goes certain point thats not even loud distorts cant hear words,1,-1
good quality price good looking not space age,5,-1
bass response no well keep radio low volumes get halfway decent bass sound if raise volume past 12 horrible,2,-1
wish could kept these speakers because sounded great car called shallow speaker hard find very expensive so had go 6 kickers drill mounting,4,-1
dont spend money these sound quality not good cheap oems speakers sound very poor no bass had polarity correct used little metra speaker harness worked great,1,-1
these speakers so wonderful give sound looking nice smooth,5,-1
these rear speakers replaced original set 1995 honda accord fit perfectly after minor modifications old frame man installed volume peaks way higher than needed sounds great old set had developed crackling noise annoying great clarity new ones im enjoying music once again,5,-1
these installed cherokee stock speakers were shot so bought these replacements,5,-1
husband purchase speakers truck sound great,5,-1
great speakers installed rv we buying 2 more back rv,5,-1
im very dissatisfied these speakers bought suppose very good treble bass spectrum turn car system treble crackles bass barely even noticeable max other then annoying vibration sounds like speakers blown had tested just finemy stock 20 dollar speakers better then these 80 dollar speakers,2,-1
purchased these speakers replace 6 12 inch speakers 17 searay bow rider sound work great easy install fit just right,4,-1
installed these easily truck nice full sound even without subs,5,-1
good didnt fit 2015 subaru impreza had end up going kenwoods fit perfect,3,-1
good sound price easy replacing original speakers new ones,4,-1
like clarity these speakers also like good sound hooked up amp,5,-1
very easy install looks very nice sound clean,4,-1
blown right speaker used only three days connected mazda miata no amp crazy lol,1,-1
audio crisp clean sound great suburban,5,-1
had two pair these installed 04 dodge dakota 4 door pickup had geek squad install am very satisified around im still using factory deck am very impressed mids highs great base good 65 speaker running factory deck,5,1
speakers arrived pulled door panels off pulled factory speakers out opened new box alpines pulled speaker out found speaker severely damaged split cone poor qi wherever amazon got speakers,1,-1
got gift valentines day babe loved 50 cheaper than best buy,5,-1
these speakers sound fine did not know needed cut down size fit toyota rav4 extra expense not counting writeup stated would fit car actually did not unless fitted if did not cut down speakers would not able roll windows down way other than theat sound great expecially money huge upgrade factoryinstalled speakersfred,3,-1
alpine has always choice great car audiothese speakers sound greatim jammin nowand didnt break budget,5,1
these speakers worked well application sound great continue use alpine products future,5,1
bought another pair speakers daily great product huge upgrade previous speakers,4,-1
replaced rear speakers 350z nizmo dramatic difference great base responsegreat value would definitely recommend,5,-1
very happy purchase these speakers great sound,5,-1
decent set cheap speakers not great get pay better than cheap off brand big box store,3,-1
housing needed little modification other than great,5,-1
93 honda civic sound amazing bass loud clear,5,-1
probably could gotten better speakers same dollars only got alpine 65 because installer suggested didnt time research other like kenwood sony,4,-1
we put these speakers into chevrolet silverado truck definitely made difference good sound money,4,-1
great value delivered timely manner pleased purchase,5,-1
recommend these speakers good sound good quality,5,-1
sounds great truck 1990 f150 put door panels only speakers truck sounds great,5,-1
these speakes sound awsome compared stock ones big world difference price great also installation guys were very informative do supperb work also definetly get car audio needs pros best buy geek squad crewthanks great job fellas,5,-1
replaced old pioneers these alpines love these speakers remind infinitys more bass pretty good range highs mid bass really compliment memphis subs dont see could go wrong these esp price point,5,-1
great sounding speakers alpine quality speakers great price really notice sound difference,5,-1
good sound plays loudly without distortion easy installation,5,-1
listen little bit everything theses sound best rock tend get weak lows great replacements 07 civic,5,-1
sound much better car then store wish service install great speakers,5,-1
nice speakers,5,-1
replaced oem infinity speakers dodge truck these alpines sound way better put these rear doors whole pattern didnt line up stock spacer so install took little longer than could,5,1
did not realize much volume would lost going 2ohm 4ohm,1,-1
would recommend anyone needs speakers vehicle,4,-1
speakers provide great sound wheather want good bass treble,5,-1
sounds great jeep top off good sound not much bass,4,-1
always good service moment get check out,5,-1
best buy technician installed speaker timely fashion speakers sound great,5,-1
overall great sound price wasnt too bad either,5,-1
these speakers sound very good type jazz music like listen car followed advice bbuy installer replaced front door speakers plan buy second pair alpines rear deck,4,-1
alpine has always good quality product fit into van nicely,4,-1
these speakers far better than expected only rated 68hz lowest go sure sound like go lot lower than bass response great 65 inch speaker sound nice clear vibrate rear view mirror 60w per channel going into thesethey fit car perfectly too had read websites car used 65 inch speakers others like crutchfieldsthat used 675 inch speakers well amazoncom right uses 65 inch speakers thanks amazon really appreciate even able use original oem bolts mount,5,-1
speaker exactly ws looking inexpensive,4,-1
ive never had bad experience alpine these sound great would buy these again put these last truck doors,5,-1
product sounds good were easy install,5,-1
spend more get something better than these,1,-1
quality speakers vehicleexcellent sound,4,-1
these speakers great sound well worth money,5,-1
looking alternative speaker harley davidson these rock can hear music clearly 90 mph very very happy these speakers,5,-1
l p n e h s l w y s p e r f o r m e d g r e t,4,-1
these speakers very big housing require cut large piece panel exchanged pair if kickers,2,-1
very good speakers great value could not pass up,5,-1
speakers were installed timely fashion sound great,4,-1
great speakers very good sound better than factory just put chevy silverado im very happy,5,-1
awesome new box cheap good 60 car toys so good deal,4,-1
great sound quality very reasonable price one reason chose these speakers because offer multiple mounting configurations without using kind adapter mazda miata has 3 hole mounting system instead traditional 4 hole variation pioneer stereo these speakers can run full power without distortion bass response surprisingly good such modestlysized speakers would recommend without hesitation,5,1
love sound clear nice voice recommend,5,-1
these speakers great bang buck wise these hooked up straight head unit still sound great before talk about speakers ill tell about past experiences car speakersi first replaced front speakers kenwood kfc1665s sounded much better not great bit later purchased jbl gx602s best buy splurged spending over 100 bucks thinking would sound great thinking 2 ohm gimmick would let driven harder boy wrong midbass weak distorted mids felt recessed tweeter had sibilance sharp hissing s sounds cut into eardrum made practically unlistenable speakers pure marketing swiveling tweeters plus one cone design just gimmicks meant make think worth more than actually pay 100 pair speakers sound worse than 4050 ones after about 2 weeks owning brought back exchanged these bad boys cost less than half price sound twice good these alpines get louder off head unit too despite having lower db sensitivity rating 885 versus 92 jblsthe lows surpisingly clear loud even bass heavy songs very little distortion youll still want sub especially if listen hip hop electronic music these arent lacking lows midbass tight hits hard mids sound slightly veiled compared other speakers ive heard still clear clean upper mids bit harsh clear otherwise not obnoxious these shine treble highs feel very clean crisp clear without being too loud harsh having sibilance staging good feels like more depth instruments than car speakers ive heard only complaint mounting basket very thick wide may not fit into mounting brackets not included way without persuasionso short these speakers absolutely 100 worth price however absolute most important thing acoustically sealing door since panels coming off anyways put new speakers peel back plastic weatherproofing material inside door cut out pieces wood plastic even cardboard fit over large holes door seal off can also good idea cut out piece foam fit between door side panel absorbs rattles keeps soundwaves supposed trust sounds dumb 20 minutes 5 dollars these go sounding better than stock speakers sounding bonkers good way,5,-1
husband bought these replace stock speakers dodge durango sound good stock stereo,4,-1
these replaced factory speakers 2007 gmc sierra sound great price,5,-1
installed these speakers hot rod new alpine stereo sound really good,5,-1
great replacement speakers factory one new kia,5,-1
bought these replace stock speakers 06 silverado crew cab sound incredible price if looking clearcrisp sound reasonable price perfect remember these 6 12 speakers so if wanting bass get subwoofer,5,-1
kickers always way too go cant go wrong,5,-1
very surprised bass quality given price works great sedan tweeter really adds extra sound quality give these speakers 5 stars,5,-1
would recommend product anyone wanting upgrade th sound car factory installed speakers,4,-1
paired alpine 6x9 speakers sound car fantastic,5,-1
good after market speakers sound noticeable,5,-1
overall great buy cheaper speakers hard find same sound quality,4,-1
got these speakers along new alpine radio truck sound great,5,-1
good sounding speakers good price doors,4,-1
decribed,5,-1
tech installed stereo truck awesome one reason buy best buybest buy does not need lose very professional,5,-1
great speakers beats buying 10 speakers amp etc,5,-1
these speakers perfectclean crisp soundinstallation easy,5,-1
speakers were great replacement old bose sound better,5,-1
these speakers decent price 5060 pair pretty inexpensive speakers past ive run 100pair polks infinitys guys best buy were pushing these told theyd pretty great bass response paired alpine deck installed front rear vehicle didnt really think bass too fantastic though havent ever really satisfied bass output speakers themselves always wind up adding sub honestly first listen could tell these alpines were little more tinny had little less presence than past speaker choices so slightly disappointed should expected chose pay less being said though these speakers still big upgrade stock speakers wasnt unhappy these speakers just could tell performed slightly weaker than speakers ive owned past still drove vehicle these speakers two years pushed stereo pretty hard loved sound whole never had problems really not bad 52,3,-1
these speakers great pretty cheap really great sound quality old car speakers never had tweeters would start distort after level 25 pioneer 3400ub had turn sub off car because bass these freaking amazing only problem had since first install getting first door panel off pain other than everything worked out great keep these things long time,5,1
used these speakers replace factory speakers sound sooo much better,5,-1
quality sound stays true even full blast,5,-1
very good price quality bought alpine time worked out well,5,-1
these good speakers price sound great,5,-1
very good speakers am using travel trailer replace original roof speakers came trailer performing very well great sound quality good deal,5,-1
would great speaker rock roll music not rap hip hop,4,-1
think alpine puts out good product no complaints,4,-1
put 2002 trans am after original blew hooked up nicely,4,-1
speakers sound great vehicle were easy install love listening,5,-1
purchased four these speakers were selling buy one get one half off replaced stock speakers 08 spectra these things hit hard bass considerably noticeable right away compared stock am adding alpine headunit go read really help get maximum performance out if youre looking moderately cheap speaker set give good sound these way go alpine continues impress products second,5,1
awesome sound get another car if need replace speakers put these againfits 1998 20002 camaro perfectly am guessing fit pontiac firebirds too,5,-1
bought these speakers bmw x5 had installed best buy so far sound great am satisfied purchase,4,-1
bought these replace pair stock speakers 1995 ford escort had gotten warped dry rotted sounded bad bad can am no audio expert these along set alpine sps517 speakers sound amazing good clean crisp soundinstall easy enough great buy if want something sounds good not expensive,5,-1
sound quality top notch especially speaker inexpensive am really happy improvement over factory speakersi did own install using alpines hardware tiny bit painful using clips provide if did again id just use make brackets,5,-1
one front factory speakers blew 07 gmc price dealer 164 replace one speaker same price got both front speakers replaced sound noticeable better saying lot because old ears,5,1
got these daughters car sound great,5,-1
good quality great sound would recommend friend,5,-1
caught these mega sale went ahead got 4 love upgrade over factory speakers,4,-1
installer professional informative quick,4,-1
great way get bass car tricking people think sub if know ur looking achieve great speakers,5,-1
suburban 100x4 running highs use 2 pair these rear front phase excellent 2 pro 12s alpine 500x1 running bass truck hits 138 db amps turned half alpine cut right through bass cranked up,5,1
speakers were easy install considering never installed speakers before want make sure purchase speaker harness well used avalanche sound quality great am very pleased purchase,5,1
although should upgrade front speakers deck first good addition system,4,-1
recommend alpine products due consistent quality fit car door speaker openings great mid range richness need amp bring out best,4,-1
didnt think could put up other after market speakers suv sound clear clean volume up,5,-1
great sounding speakers wont break bank,5,-1
better every way than stock speakers replaced nice bass response very good highs money cant go wrong,5,-1
really like these speakers much better than stock speakers car,5,-1
got these along set alpine spe6090s pioneer dehx6500bt head unit sounds really great,5,-1
provides great quality sound hours music enjoyment,5,-1
speaker sounds great easy install,5,-1
like clean sound price great did not take long install,4,-1
expected lot more being alpine very good known brand im very disappointed because installation not simple process outcome very disappointing stock speakers sound lot better,1,-1
looking bass booming sub tons good highs needed mid bass these were perfect fit crank without disctorting very happy,5,-1
installation guys know lot more about products than sales guys one sales guy told certain product would fit car brought install guy told would fit otherwise great product definetly recommend,5,-1
upgraded speakers 99 pickup used alpine decks speakers years never dissatisfied great product great price during holidays,5,-1
am reviewing installation staff thought going 12 hr install ended being 3 hour no sweat bryan very apologetic kept original qoute am very impresseed honest wouild go back again without question also am glad did not try install myself2005 hyundai santa fe monsoon system let experts do,5,1
best buy store visited didnt wanted stock decided take chance these alpine speakers were dollars more im glad made purchase easy install sound really good crisp highs midrange decent lows do not amp just stock stereo really drive these im sure if did would improve sound quality overall would rate these 45 would recommend anyone would like upgrade stock modified system,5,1
needed replace stock speakers so went ands got these installed no time,5,-1
great set speakers good sound quality money,5,-1
these speakers sound excellent best quality buck hooked up pioneer dehp7400hd sound awesome,5,-1
went well pioneer audio receiver great buy,5,-1
best buy customer service great recommend these speakers such good quality now im going buy 6×9 back,5,-1
these speakers fit behind factory grilles car others dont height mounting surface front speaker tweeter only 38 per diagram box other speakers can much taller now installed sound very fine rear deck 65 speaker bass more than expected ive attached dimension diagram box not found manual,5,-1
very easy install love sound price within reason,5,-1
bought these sons 2000 bmw 323 since had blown oem speakers exceed oem both quality range besides being reasonably prices also very easy install accessories provided recommend these speaker replacement similar applications,5,1
purchased replace factory speakers teenage sons new car had blown one we went store tested read reviews came down sound store rich full clear nice bass we installed ourselves about hour sound great if youre looking nice low end clear powerful soundthese make happy,5,-1
recently purchased new kenwood deck suburban debated cartoys whether buy speakers same time immediately became apparent stock speakers could not keep up new deck cartoys made great deal kenwood couldnt buy sold installed however speakers were another matter wanted almost twice price these same speakers after surfing youtube found tutorial showed step step instructions install speakers into suburban doors might not everyone solid background electronics wiring sodering etc so snap install set these up bought first pair front doors sound drastically improved muffled noise coming 2nd pair passenger doors so ordered second set sound quality now great truck anyone else attempting make sure disconnect sub back truck stock pos may opt amp new sub now sound drastically improved over stock radiospeakers provided chevywe recently took road trip co cost so worth trip really enjoyable kenwood interfaces nicely ipods iphones so we had tone music listen too during trip,5,-1
speakers purchased were great price sound amazing lot people ask if subwoofer car am happy say do not speakers pack much punch keep jammin commute work,5,-1
bought these alpine speakers sale 39 excellent sounding speakers only wished were bit more shallow so could fit under compact car seat otherwise sound very well balance between bass treble,5,-1
sound alright didntfit very well application,4,-1
sound great great sound would recommend anyone,4,-1
these door panel speakers awesome sounds like amazing 51 car,5,-1
perfect fit perfect sound couldnt ask better speaker price,5,-1
granted im not audiophile these speakers sound good 2008 pontiac g5 one comment if want install same model car does not accept standard round speakers no one best buy informed had demolish old speaker reinstall weird oblong clip housing fault speaker though like said speakers sound better then stock ones,5,-1
always bought alpine products never disappointed installed new alpine speakers hummer sut sound nice crisp defeinatelly not disappointed keep up good products,4,-1
work great thanks,5,-1
wasnt too surprised sound put out much better than stock if had chance would go back spend bit more especially if going front plan upgrading money,3,-1
