content,rating,helpfulness
When working in front of the sink I feel like I am standing on a cloud.  Such a relief for my back!,5.0,-1
"Hotel style 6oo thread count solid color bedding sheet collection is pure perfection. It's a basic design with a slight silk look. The luxurious long cotton fiber set feels silky on my skin. This is definitely a treat for me. The material is breathable and light, but not thin and flimsy. I slept well and didn't feel sweaty after a long night sleep. ",5.0,-1
Really glad I did. Much plushier than expected. Abc,5.0,-1
Feels so soft and smooth. I like the color and what's my favorite part of,5.0,-1
Looks good. Comfortable to stand on. It's thicker than the old one.,4.0,-1
"These sheets wash really well. Got them in and washed immediately. No fraying, piling or rips at all. Put them on my bed and they feels smooth! Thankfully they are not the slippery kind where you turn over and almost fall out of bed. These are really cozy and stay put on the mattress. Good quality sheets",5.0,-1
"Let me just say first, ",5.0,-1
"When I opened the packaging, the first things I noticed were the good quality of fabric, the softness and the beautiful muted hue color of the sheet set. The fitted sheet fits perfectly due to the extra-wide width of elastic that spans around the entire circumference of the sheet, and not just near the corners. The fitted sheet also has really nice stitching along the corners so it will not only fit snugly, but will also fit mattresses of all sizes. I also appreciated the larger-sized pillowcases that can fit bulkier memory foam pillows,",5.0,-1
"These sheets are great, very durable yet soft and 100% cotton. The weave is robust and the stitching is nice as well with a nice embroidered hem. I can only imagine they'll get softer over time being cotton and even right out of the package they were very soft. I love these sheets, I love the silver color and the old school attention to quality they put in.",5.0,-1
"I ordered the Hotel Style 600 thread count sheet set in Queen size, these sheets did not disappoint. They are 100 % cotton with Sateen Weave so they have a little shine to them which makes them look and feel amazing. I have a 4 inch mattress topper on my bed and the fitted sheet fits very snug with a thick elastic boarder around the whole bottom sheet. The stitching is very thick so they are very well made. The color is beautiful, I ordered manatee gray color , but it looks brown. Looks great and feels even better on my skin. I washed these sheets and put them in the dryer, they kept their color and shape, the only thing I would do different is hang them on the line to dry to they have less wrinkles. I think because they are so heavy and were washed for the first time, they were very wrinkled when i took them out of the dryer, but they still feel great to sleep on them.",5.0,-1
"I just got my bed sheets. I absolutely love them. I love how they feel, the color and the quality/durability. I believe the color is teal. Queen size. I am very picky when it comes to my bed sheets. I dislike when I am sleeping and they come off. Or wake up sweaty because of the material. I love the fact that they have elastic all around, the mattress part. Making them stay put and perfectly snugged on the mattress. I also like the tag that lets me know top/bottom. I must admit I was a bit confused at first. That did come in handy. I highly recommend these bed sheets.",5.0,-1
"I absolutely love the quality of the sheets. It is soft and well made. Virant color as well. Came with 2 pillow cover a flat sheet and a top sheet with elastics around so that it fits the bed. It was queen size and it fits well but slightly bigger than the standard size. The Pillow cover is standard size and The flat sheet measured 94”x104” and the fitted sheet measured 60”x80”. This product is 100% cotton but has a Satin touch to it and that's it is a little soft and slippery, unlike other cotton sheets. As per the care instructions, it is advised to wash the sheets in warm water and let them dry on their own. I did that to see if the color bleeds but it did not. Overall it is a nice product.",4.0,-1
"I picked these sheets for the guest bedroom. they are as described, hotel quality look and feel. They are thick and not see-through at all like some cheaper sheets are. I love the rich blue-green color and they have a nice Sheen to them. I have not had the opportunity to wash them yet so I don't know if they will need to be ironed after washing. I will likely treat them as regular sheets and wash them, and then throw them in the dryer alone without any other clothing for 5 minutes then take them out and hang them to dry so I don't have to iron them at all. They have a nice edge on the top sheet has a nice finish at the head of the bed period my favorite thing about these sheets is that the fitted sheet comes with elastic that runs the full perimeter of the sheet. The fitted sheet also has very deep pockets so you can use this with or without a mattress topper. The strength, flexibility, and thickness of the elastic that runs the full perimeter is high quality and allows you to get a nice flat finish when you put the top sheet on without struggling to align the corners. Excellent quality.",5.0,-1
"These sheets are 100% cotton six hundred thread count with a sateen weave which makes them silky soft. I have the queen size and they fit snugly. The sheets are made to fit up to a 20 inch deep mattress and they grip so they won't ride up. I washed them before using and they washed and dried very nicely. Some wrinkling but not as bad as others I've used. I just remove them from the dryer when they're slightly damp and put them on the bed and smooth them out. I'm a hot sleeper and I find cotton to be the most comfortable for me, And the sateen weave really enhances the softness. I ordered the blue/gray color and it's a very nice rich color. All in all, I'm very happy with these sheets and I would recommend them.",5.0,-1
"These 600 thread count sheets are great!! I usually sleep on satin sheets due to sensitive skin, so I was skeptical if these would be as soft as the ones I usually sleep on, I can't complain!! These sheets are so soft and comfortable, not as slippery as satin but close, I tried these out on my bed, and I love them, but I think they would be great for winter, since they are thinner than the satin sheets I use during the summer. These, with the softness of the cotton, make a smooth, warm, and comfortable bed for winter, or summer depending on your sleeping warmth preference!!",5.0,-1
Bought these for Christmas presents because I love mine so much.,5.0,-1
"These are so comfortable and it feels like they get more comfortable throughout the night. They are soft, and yet stay cool because of the material. The elastic on the fitted sheet is super helpful when you're a restless sleeper like I am, as it doesn't come off the bed. The pillow cases are extra generously sized so it fits your brand new pillows well. I've never been a believer in thread count mattering but these have definitely changed my mind. Visually they wrinkle quite a bit but that doesn't really matter to me.",4.0,-1
"Very excited about tithe mats, they are beautiful.",5.0,-1
"Hotel Brand 600 Thread Count Sheet Set in Queen is so luxurious. I chose the color cream because is such an ease color to blend with other colors. It goes perfectly with the cream and peach comforter that I already have.The Queen set included a flat sheet (94"" x 104""), fitted sheet (60"" x 80"") and pillowcases (21"" x 32"" each). However it also comes in a Full set which includes: flat sheet (86"" x 96""), fitted (54"" x 76"") and pillowcases (21"" x 32""). An a King set which includes: flat sheet (110"" x 104""), fitted sheet (78"" x 80"") and pillowcases (21"" x 40"" each). I have brought Queen sheet sets before and had to struggle to get the fitted sheet to go on the bed and then to stay on the bed. However the fitted sheet that came with this set fits perfectly. Also this set is super soft because of the 100% Egyptian Cotton with Sateen weave its made out of. Its nothing worst than trying go to sleep on scratchy or coarse feeling sheets. Also this sheet set is machine washable which is great an cost effective. These sheets offer great quality,awesome feel and fit. This is my new favorite sheet set.",4.0,1
Best kitchen mat I have owned.  Wish I would have bought one sooner,5.0,-1
"Well I have always wanted to try 600 thread count sheets so I ordered the Hotel Style Qweens 600 thread count sheet set. They are 100 % Egyptian Cotton with sateen Weave. They are Optimist Technology which means they fit mistresses up to 20 inches deep. I have a pillow top queen size bed so I thought these would fit well and they do fit well. They actually stretch! The set comes with 94 in x 104 in flat sheet a 60 inch x 80 inch fitted sheet, two standard Qweens pillowcases. They machine wash as directed. These are the softest sheets I have. Very silk like without being to slippery. I will let my friends and family now how great they are. I'm glad I chose them. Oh I forgot they are a very good value and good quality. They have a lovely embroidery on them. I will be purchasing more sets of these sheets. They are great",5.0,1
Looks great. Feet and legs feel great while standing on mat.,5.0,-1
"Bed sheets are supposed to be soft, have that crisp feeling, and breathable; these are it! I do like my sheets to have that rich feeling that I find in most very nice hotels. Upon taking them out of the packaging, I immediately felt the thickness of the material and noticed how well the seams were sewn. Initially, I washed and dried them twice, just to see how they would hold up. I immediately took them out of the dryer, but they were a bit more wrinkled than I prefer, however, they were very soft. When I made up the bed, I again could feel the heaviness of the material; a good thing! Also, the fitted sheet had very deep corner pockets and extra width (easily tucked in), which should fit all queen-size mattresses. The flat sheet fit perfectly and the two full queen-sized pillow cases completed the bed. I wash my sheets in cold water, detergent - Woolite Gentle Cycle, on gentle cycle, extra rinse cycle helps, and no bleach. Dry on low-medium heat, no dryer fabric softener sheets, and take out immediately to reduce creases (scratchy). This seems to help keep my 100% Egyptian Cotton with a Sateen Weave sheets from snagging and balling up (taught this by my mother). The great thing with good 600 thread count Egyptian cotton sheets, properly laundered, is that they get softer and have fewer wrinkles with each wash; iron if you wish. If I could change one thing, I would have added another pair of pillow cases. Bottom line: a good price for great sheets.",5.0,1
"Prompt delivery, quality item as ordered for gift!",5.0,-1
"I really like these sheets. They are 600 thread count and feel much nicer than your normal lower thread count sheets. They are nice to sleep on, stay on my thick mattress and are very comfortable. I also love the grey color.",5.0,-1
Great for relieving back pain from standing fo long periods of time.,5.0,-1
Have used Gelpro mats for years and they are still of great quality and very durable.,5.0,-1
A very high quality product that has met all my expectations.,5.0,-1
Product works great! Love it with my standing desk.,5.0,-1
very pleased with this order.  So soft to stand on.  Dog liked it too.,5.0,-1
Very spongy and enjoyable to stand on.   Bought it for my kitchen and glad I did.,5.0,-1
Just recently bought this gelpro and it’s perfect,5.0,-1
I bought it as a gift and my boyfriend loves it! it's so confortable and really safe!,5.0,-1
Excellent product although it is priced a bit high.,5.0,-1
Wish I could customize for a corner that has a lazy Susan like a 45degree angle,4.0,-1
Great for standing at the kitchen sink or while ironing for a lengthy period!,5.0,-1
Love my new gel pro mats. Fantastic to stand on while I cook.,5.0,-1
Standing at the sink (or the stove) is no longer a drag with this under my feet! Comfort for days!,5.0,-1
"Pleased with this buy, would get another one. Like advertised.",3.0,-1
My feet just loves my new gel pro mat! My mat brings GREAT comfort to my tired and achey feet.,5.0,-1
The sheets are very nice. I had previously bought this set in a different color 4 months prior. I must say that they are very comfortable. No need to iron after washing.,5.0,-1
"I am highly impressed by my Hotel Style 600 Thread Count sheets! They are so well made, with excellent stitching and elastic banding. Held up wonderfully in the wash, and are just so pleasant to sleep on! Can't wait to procure other colors!",5.0,-1
"I would recommend these sheets to anyone.Love the color, it's 100% cotton, the fabric is soft. I feel it's worth the price. I always purchase 100 cotton sheets it just more breathable and last much longer.",5.0,-1
"Hotel Brand 600 Thread Count Sheet Set are soft and silky feeling and will make you feel like you are in a five star hotel. This is an elegant sheet set that I must say is made just for high end hotels. I felt like a queen while sleeping on these 600 thread count material of Egyptian cotton. The sheets are great for winter as they keep you warm and I would think they are good for warm weather as they are so very breathable. The sheets are great for your master bedroom or for any of your guest rooms. What every room or bed you place those on they will become a great addition to the room and to your linen collection. You may think this are just some ordinary sheets with a little fancy threads running through them, but you will soon find out that once you sleep on them they hold up to what is said about them. While lying on the Hotel Brand 600 thread count sheet set you will feel like you are being pampered in a whole new world. You skin will feel soft and beautiful and they will be the only sheets you want to sleep on after trying them out. I would recommend them to everyone.",5.0,1
"I am a Spark Reviewer for Walmart and was sent a free King sized set of Hotel Style 600 thread count 100% Egyptian Cotton sheets with a Sateen Weave. The set includes 1 flat sheet, 1 fitted sheet and 2 king pillowcases. The set is what I call QUALITY. The sheets are not flimsy like so many are today. The material is woven so you can barely see you hand through them and they have a soft feel to them, but not silky. The flat sheet and pillowcases have a beautiful sateen weave about 4” from the top edge that runs on both sides of the material. It is very soft and pretty. The top sheet is one of the first that I have ever seen that actually is sized for a king sized mattress. I was very surprised when I put the sheets on the bed as to how they fit. I’ll start by saying that I have a 15” thick mattress which puts me about in the middle of mattress thicknesses. The flat top sheet actually hangs off the sides 16” on each side and 18” on the end. This made for easy tucking in on the end of the bed and wonderful sleeping where my husband and I weren’t struggling to have the sheet on both of us at the same time. This means you actually get to cover up with the sheet. The fitted sheet is the best constructed fitted sheet I have ever seen. I also had a lot of room to spare and tuck under, so I know that it will live up to its claims of fitting up to a 20” deep mattress. The corners are deep, and what I really like about it is that it has vertical stretchy elastic so it fit my mattress size securely, but it also has plenty of room for a thicker mattress. The elastic running around the bottom of the fitted sheet is over 1” wide and sewn in very securely. I have never seen a fitted sheet with such wide elastic running around it. There is no struggling to get this sheet on and it tucked under the mattress and held securely through the night. I love the 100% Egyptian cotton because it has that crisper, fresh feeling when you sleep on it. The sheets are not scratchy, they just feel nice, and the best part is cotton breaths which makes them healthier for you to sleep on. I love getting into a cool feeling bed and then snuggling in to warm it up and that’s what the Egyptian cotton sheets allow. One of the things I also really like is when you change positions on the bed or flip your pillow, you get that cooler feeling. I always wash things before use, it’s just a thing that I like to do, so I did wash them before using them. They wash beautifully, and did not shrink. The pretty sateen stitching did not unravel, the elastic edging and corners kept their shapes, and there was very minimal wrinkling. I am not a fan of having to iron sheets and the sheets came out of the dryer with very few wrinkles, so I was more than happy to put them straight from the dryer onto the bed. I chose the white colored sheets just because I like white sheets and the white is such a nice bright white, and easily goes with any decor. I apologize for writing such a long review, but these sheets are truly the best I have ever had. The stars only let me choose up to 5 stars, but really these are a 10.",5.0,1
Wonderful quality,5.0,-1
"Cream color on this a set of king size sheets with a thread count of 600. When you get this item in your hands you will notice that this feels very smooth and has a natural shine to the fabric. The fitted sheet has deep corner pockets with an insert of elastic to fit any mattress. All sides, bottom and top cover the mattress on all sides and tuck nicely under the mattress for a smooth snug fit. I have found that with use this sheet stays in place and continues to hug the mattress with no adjustment needed.

Now you will put on the flat sheet that comes with the sheet set and it has a nice hem all around the edge and a very wide top edge with a slight trim on the top end, but not one with washing that will curl or get to be a problem with use. The top sheet is wide enough and long enough to tuck in at the bottom and easily cover the mattress but not hang to the floor and your quilt or comforter or bedspread will be nicely covering when the bed is made.

Last but certainly not least are the pillow cases that are included. With the king set are king size pillow cases that are big enough to cover the pillow and have a piece on the end to tuck over the pillow so the pillow does not move out of the case. The same trim is noted on the pillow cases as on the top sheet.

The very best about these sheets is the way they feel when you are using them, they feel great and you are cool and do not bunch up when turning about. Nothing feels better than a cool cotton sheet and the 600 thread count is the perfect match for a perfect night’s sleep.

The practical side is that they wash well, do not come out of the dryer with a bunch of wrinkles and do not shrink and continue to fit as when they were first used.",5.0,-1
"These sheets are a little “noisy” for me. My old cotton sheets were a little “stiff” and noisy when first purchased but after a wash they were soft and quiet. This sheet set truly feels like a hotel set of sheets (almost as if they have a little starch). Hotel sheets value “look” over “feel” and this set also seems to do that. They just aren’t super soft! They are, however, very nice and look AMAZING! I especially enjoy the deep fitted sheet- it would fit most any mattress, truly. I have a memory foam and it grips great; hubs generally pulls the fitted sheet off but that hasn’t happened since using this set. As well, the flat sheet is larger than most sets- always love when hubs and I don’t have to fight for inches of bedding! The photo attached shows the roomy pillow cases- my pillows are spa style, extra-large pillows; there is plenty of room in the pillow cases for any pillow. At this time I just have a quilt on our king sized bed; the flat sheet is actually longer than the quilt. I had intended to get a new (larger) comforter or quilt so it wasn’t an issue for me but might be for others.",4.0,-1
"Very comfortable set. smooth and cool. I have a king size bed. Alot of sets i get the fitted cant even grab underneath the mattress and a corner is always left half exposed but this one fits completely. So much that yes it is more material than needed but i know that if were on it, the sheet wont come up off the corners from any weight. Thats a plus in my book !",5.0,-1
"They nailed it.  As someone who loves the Hampton INN and Suites, this is spot on.  I bought the whole set and pillow case, then came back and bout 4 more sets of pillow cases.  I was sleeping on 650 thread count Egyptian Cotton before, so I know my linens.",5.0,-1
Love these sheets worth the money you pay they are thick and they have a deep pocket so they don't slip off the corner I always had that issue until I found these they are awesome I really like these and recommend them my mom started to buy them now and loves them as well,5.0,-1
"I immediately liked the feel of these sheets when Iopened the package.  They feel substantial, thick, and durable.  I washed them and was please that the due didnt run like other sheets, the color stayed true.  The pillowcases are not too small where you have to force the pillows in.  The fitted sheet fit perfectly.  As for sleeping, the sheets felt smooth and cool.  I will definitely be ordering these again!",5.0,-1
I bought this for my kitchen and bathroom and it hat really helped my back!!!,5.0,-1
I bought this set because its more expensive  than Walmart's other brand and its 600 thread count. Low and behold same problems Many many wrinkles  the sides rolled up no matter how you wash and dry them. I lost my receipt and through away the packaging. I stuck with this junk ! Most of the sheet sets were on sale now i know why.,1.0,1
This is a must have for someone who has back and foot problems.  Exceeded expectations.,5.0,-1
"I just purchased these sheets and after the first wash one of the corner seams on the fitted sheet has unraveled. The stitching on the flat sheet hem is also coming apart in areas. Unfortunately, I didn't save the receipt or package they came in so I am unable to return them. For what I paid for them, they should have lasted for years, not just a one time use. Im VERY disappointed.",1.0,-1
Amazing comfort under my feet while I do the dishes. Eases the pressure on my back as well!,5.0,-1
"I was looking for a good quality set of sheets on a budget. These aren't exactly “budget” sheets. (For my king sized bed, they cost about $75 with tax. ) but they are about half the price of some of the luxury brands.  And they are very nice! They feel thick and smooth and seem to be very similar to some high quality sheets I've slept in before. Ive only had them one day so I can't speak for how they will hold up to repeated washing, wear and tear but they seem to be very well made and I am very happy with my purchase so far.",5.0,-1
Love the comfort of this spongy mat.  Great quality and color,5.0,-1
"The stair treads looked nothing like the photo. They more more yellow/beige than cream. I also feel that the design is misleading. The material was not plush at all, very rigid. I returned them.",2.0,-1
"I first bought these sheets,in every color, in 2007,and 2008. I gave them,as gifts to family.Now I buy them again for the comfort,durability,and coolness,as they wick away moisture,and are so smooth,fit even with my Linen Spa Topper,for a soothing sleep. I awake refreshed,and energized. These sheets,stay in place,giving quick,cool comfort,without sheet belts.",5.0,-1
Dogs cats vacuum cleaners multiple family gatherings. Needed new one a goft from relative,5.0,-1
"These sheets are thicker than other sheets that I have. When I took them out of the package, they were smooth to the touch. I laundered them before putting them on the bed. I wanted to see how the fabric would perform on its own so I did not use any fabric softener in the laundry process. When I took them out of the dryer, they were so wrinkled and rough. My guess is because they are 100% cotton, they will always have the wrinkles after they are dried. After laundering, the texture was a little rougher. They were easy to put on the bed and I liked the elastic sewn all the way around the fitted sheet. The elastic made the bottom sheet fit snugly under the mattress. I noticed that the slight roughness of the sheets made it more difficult to roll over in bed without rolling the top sheet with me. The sheets did not seem to soften any during the week I had them on the bed. Overall, the quality is excellent. The stitching appears to be secure. The elastic makes the fitted sheet really fit the bed. They are not as soft as other sheets I have and they are extremely wrinkled. Some fabric softener may solve the softness problem and release some of the wrinkles.",4.0,1
I bought this for in front of the kitchen sink. Working great,5.0,-1
"I love the fit and feel of these sheets. It makes it feel like a different bed. I admit that I have only bought the cheaper sheets before, because I didn't think it would make that big a difference, boy I was wrong. They are 600 thread count. When I took them out of the package, I could tell that they were a more substantial fabric. They have a much thicker elastic band on the fitted sheet that doesn't come off the corner when I sleep on them. I have a 12 thick mattress and can tell it would fit one even thicker. My bed is king sized and this came with a fitted sheet, top sheet and two king pillow cases. I have already bought more of these and thrown the cheap sheets away, because I cannot go back to them now. Obviously I highly recommend these sheets, buy them, sleep well!",5.0,-1
I bought this to stand on at my cutting table. My feet and eyes thank you.,5.0,-1
"The Hotel Brand 600 Thread Count King Sheet Set in Arctic White is very comfortable. This sheet set includes a king size flat sheet (110"" x 104""), king size extra-deep fitted sheet (78"" x 80"") and 2 king size pillowcases (21"" x 40"" each). Optifit technology allows for the fitted sheet to fit mattresses sizes 9 to 20 inches deep. The corners are stretchable to allow the sheet to stay in place. They are made of 100 % Egyptian cotton and they feature sateen weave for ultimate comfort. These sheets can be machine laundered and I actually recommend tossing them in the laundry before the first use. It makes the sheets softer and they won’t have that new stiffness feeling. According to the label they need to be washed in warm water with no bleach, but I washed them in hot water with no issues. I tumbled dried them on medium heat and took them out of the dryer promptly and they did not wrinkle. Most of my sheet sets are 800 thread count or higher, but these 600 count sheets are just as comfortable as my more expensive higher thread count sheets. The Hotel Brand 600 count sheet sets are available in more colors and sizes online at Wal-Mart.Com. I highly recommend these comfy sheets.",5.0,-1
We bought this for the entry into the kitchen from the garage and love it!,5.0,-1
"When I saw that Spark Reviewer had the Hotel Brand, 600 Thread Count Sheet Set in White for a Queen-sized bed, I was happy. I’ve had my current sheets for quite a while and they needed replaced, but good sheets can be so expensive that I’ve been putting it off. I’m glad I had the opportunity to try these. When I washed them before using them I noticed the washing machine seemed fuller than it does when I wash my usual sets. I was curious how the sheets could fit mattresses with thicknesses ranging between 9 and 20 inches since that’s quite a difference in size. The inside corner of the fitted sheet has a piece of elastic that allows for the size difference and also makes it easier to make the bed. I have a 12-inch mattress and it fits nicely. The elastic around the bottom of the fitted sheet is an inch thick. The pillow cases are a little roomier than my others. Apparently most companies make standard size cases for queen sets. The care instructions for these 100% Egyptian cotton sheets are to machine wash warm, tumble dry low, and iron on medium if needed. They were a little wrinkly but not so bad I was going to iron them! There was a crinkling sound the sheets made at first, but they seem to be softening up and it’s not so noticeable now. These are very good quality and I would buy more of this brand.",5.0,-1
"The GelPro Elite Shagreen Cherry Tomato mat is just what I expected. Good quality, soft under foot.",5.0,-1
Beautiful! Love the new contour and leather look. Exceeded expectation.,4.0,-1
"Great for a bar area, soft under foot and looks great!",5.0,-1
Cushion and shock absorption is great. Wish I had ordered a larger size.,5.0,-1
Bought one for my kids as a gift.  Great.  So functional and useful.,5.0,-1
I love this product. It is attractive and functional.,5.0,-1
I bought three for kitchen area and my office for my stand-up desk - very happy with my purchase!,5.0,-1
Bought gel pro runners for our kitchen.  They look good and feel so good under foot.,5.0,-1
We bought two 72” black industrial rugs. They’re awesome!!,5.0,-1
So pretty and confortable! I plan to get another one!,5.0,-1
Extremely comfortable! Beautiful colors and designs!,5.0,-1
Liked it so much that we just ordered another one.,5.0,-1
This garden flag is so bright and colorful.It will attract the beautiful hummingbirds! I like it says welcome. Very happy with this inexpensive garden flag.,5.0,-1
Eye popping colors and design. Great quality at a good price.,5.0,-1
"I love these sheets! they are so nice and soft, and I love that they stay warm and keep you cool at the same time. As any menopausal woman will tell you, finding a good combination of bedclothes is a difficult task, at best, and nearly impossible at the height of a hot flash! These Hotel Brand 600 Thread Count Sheet Set - Cream, Queen are great! I washed them when they first arrived and was surprised at the weight of them - quite heavy for a sheet set. They washed and dried fine, and had barely a wrinkle to them when they came out of the dryer, and were even softer than when they went into the wash. The fitted sheet was difficult to fold because the elastic goes around the entire bottom and it is a full 1(one) inch wide! The fitted corners also had the elastic to accommodate very deep mattresses. My mattress is 12 inches deep and has a 4 inch foam topper and the sheets fit with plenty of sheet to go underneath, so they stay on. I haven't spilled anything on them, so I don't know how they will be so far as that, but so far, I love them.",5.0,-1
"I received these 600 thread count king-size sheets through the Spark Reviewer Program. I waited as long as I could to write the review because I wanted to see how they washed and fit the bed after washing a couple of times. I washed them first before using and was very happy with the first washing. They were soft and silky feeling and dried fairly wrinkle-free. I did take them out of the dryer immediately so I'm sure that added to the nice appearance. They were plenty big enough for my king-size mattress, in fact, could have fit a little more snug, but that's because we have an older mattress which isn't near as thick as the newer ones. Our mattress is only 11 inches deep as opposed to some of the much deeper ones which are now available. However, they worked well enough and looked and felt very nice. This type of fabric isn't my fabric of choice for winter weather as I prefer something warmer like flannel or fleece, but feel these will be perfect when warmer weather gets here. After the second washing, I didn't see any difference in the size. Still nice and soft and found nothing to change my mind about the quality or the way they laundered and dried. Very happy with my selection!",5.0,-1
"This is a free product I received as a participant of WalMarts’ Spark Review process established to help prospective buyers shop confidently, be informed and to aid in a positive shopping experience. Hotel Brand 600 Thread Count Sheet Set - Cream, King. I am pleasantly surprised with Hotel Brand 600 Thread Count sheet set. These sheets have a beautiful luxurious feel, shimmer and crispness to the fabric. 100% Egyptian Cotton, made in India, these sheets are machine washable per the care label. I ordered the Kind size in the cream color. The color is true to the description cream. There is fine thread detailing trim to this set which adds to the luxurious appeal. There is stretch to the fitted sheet allowing for a snug secure fit to your mattress fitting from 9 to 20 inches deep. The corners have been thoughtfully fitted to stay smoothly in place. The pillow case sizes are 21 inches by 40 inches which are generous in size covering your king size pillow completely. The king size flat sheet measures 110 inches by 104 inches. I’ve enclosed a picture sample showing the label details for your review. Importantly, these sheets feel great against the skin, they wash nicely without losing their appeal and have only gotten softer without shrinkage when washing and drying. Walmart shipped to me via FedEx packaged in a box. I am very happy with these sheets, would recommend to my family and friends for not only their quality, comfort and feel but the price is makes them worth it. I feel confident you’d be pleased.",5.0,-1
"Soft and pleasant, nice colors",5.0,-1
"Very comfortable, light and the texture of feel is amazing will be good when washing it  making it dry easier",5.0,-1
"Feels like luxury sheets, I love them so much in the aqua paisley that I ordered another set... one piece of advice, take them out of the dryer immediatel",5.0,-1
"Like the 60” Brunswick I bought and installed at same time, this one was simple to install.  I like the look.  At first I didn't care for the globe, but it grows on you. The fan on high is awesome and really makes the bedroom cold.  It is sturdy (zero wobble) and quiet. My big disappointment was finding out that it did not have SimpleConnect functionality like the 60” Brunswick.  When I purchased on Hunterfans.com, the SimpleConnect filter showed both. Sadly, I never got it working on the 60”, so maybe it wouldn't have worked on this one either, even if it did come with the feature.  Aside from this, the fan is excellent and my wife is very happy with it.",5.0,-1
More Chinese junk. Sheets will not stay on bed. Also sweat stains remain forever and will not bleach out. Not worth the money.,1.0,1
"With a little help from my father-in-law to install it, we got the fan placed in our dining room. It looks and works great!! Fits in perfectly with our decor and I was thrilled to see that it also came with a remote. [This review was collected as part of a promotion.]",5.0,-1
Nice quality sheets they wash and we are very well. The elastic on the corners is the best IveThe elastic on the corners is the best Ive seen on the fitted sheet. Generous amount of material,5.0,-1
I love my great amazing cool Glamous ceiling fan and what a big blessing that it is to me so wonderful great. And that it keeps us very comfortable cool and together so I have told others about my great ceiling fan because that I love it too so much. [This review was collected as part of a promotion.],5.0,-1
"Best sheets ever! Love sheets that feel like cotton, no microfiber stuff, and these are durable, comfy and luxurious! They look pretty and have extra deep pockets for a great fit. Thanks Walmart!",5.0,-1
This is a really nice looking fan. However if you want to use the fan the only way to use it is but using the remote. I really wish this had a chain to pull to be able to turn the fan off and on. Other than that it's a really nice fan. [This review was collected as part of a promotion.],4.0,-1
"I bought these as a replacement for some sheets I bought at Sams Club. They are almost as nice, but are definitely not the same quality. They are about 4 inches shorter and have to be  re-tucked every morning. Sadly, they were the same price.",4.0,-1
This is a comfortable mat under my feet by my kitchen sink and stove! Quality!,5.0,-1
The fan is amazing. The remote works great as well. The only issue I had was the installation. The wires were not long enough to connect in the ceiling. I had a very difficult time getting everything hooked up. But the fan functions perfectly and I love it. [This review was collected as part of a promotion.],4.0,-1
"I love these sheets both for the smooth, silky feel and the heavy duty elastic around the edges of the fitted sheet. The elastic in the corners is another great feature that really makes them stay in place. These washed up beautifully with hardly any wrinkles, but they are cotton after all and cotton will wrinkle some but these did less than others that I've had. I have spent way more for other sheets with 600 and even 800 thread count that are not nearly as nice as these. The only problem is that I wish they were available in chocolate brown and/or burgundy!!",5.0,-1
We’d like our entire kitchen floor entirely in GelPro.,5.0,-1
"I was really looking forward to installing this ceiling fan and light fixture. I've installed several others fans and figured it would be the same process.  For the most part installation was easy with very clear instructions for dual switch and single switch applications. Using the single switch instructions, I had everything installed and couldn't get the remote to work. Yes, there is a remote that you have to use to turn the light and fan on.  That was new for me. And it was unsuccessful even after installing a new battery in the remote.  After several attempts, I gave up . I took the unit down and put up my old fixture.  Overall, the Brunswick is beautiful, but didn't work for me. [This review was collected as part of a promotion.]",2.0,-1
"These 600 thread count sheets are not very soft, even after washing.  I bought Better Homes and Garden 400 thread count sheets that are much softer and nicer.  I have a set of Better Homes and Garden 600 thread count sheets that are really nice but unfortunately you don't sell those anymore.  Very disappointed.  Will never buy again.",2.0,-1
Standing on my tile floor with this mat does the trick! So comfortable on my back when cooking!,5.0,-1
Wifi and smart home features don't work. Go to your app store and look at the app ratings. They don't update or fix issues. I have thousands of dollars worth of fans that don't connect to anything. I've tried to get it to work on Android and Apple.,1.0,-1
"These sheets stay on the mattress where they belong! I really thought with the lower thread count they wouldn't be as comfortable, but I love them. Our bed is wall to wall so it's difficult at best to get the fitted sheet on the bed, let alone have it stay there for more than a night or two. These sheets stay right on the bed where they should be.",5.0,-1
Supper nice and a nice soft foot print for the feet,5.0,-1
These sheets are crinkly sounding. I love that because I know that they're 100% cotton. I love them I love them. I ordered another set. they are cool they're comfortable they're smooth they're easy to wash and dry they come out of dryer just beautiful,5.0,-1
"Great buy, helps keep your feet and back happy in the kitchen.",5.0,-1
"A couple of years ago our house sold faster than expected, the movers had placed the linen boxes at the back of the storage unit. We decided to stay in our travel trailer (queen size bed) for a few months and our sheets were in storage. After trying different brands in the past we were worried about finding good sheets that we would like. These are very nice, thick, soft and strong. They wash well, are wrinkle free/resistant and do not fade, do not develop pills or fall apart. I would call them -good hotel- quality/grade and are surprisingly affordable. The material is not that awful so called silky texture other  brands claim to have.  We like these so much that we ordered three more sets last week including one set for the guest room. I am considering buying two more sets for our bed So I dont have to worry about finding good sheets again for awhile.",5.0,-1
Had it for a month and love it. It makes standing for long periods of time easy.,4.0,-1
